fragment,counter
[*]C(=O)C1:C:C:C([C@@H]([*])C):C:C:1,1
[*][C@H](C)N1:N:C([*]):C:C:1[*],1
[*]OC[C@H]1O[C@@H]([*])[C@](C)(F)[C@@H]1O[*],1
[*]N1CC2:C:C([*]):C([*]):C(F):C:2C1=N,1
[*]N1:C([*]):N:N:C:1O,1
[*][C@@H](C)C1:C:C:C2:N:C:C:N:2:C:1,1
[*]C1:C:C:C2:N:C:C:N:2:C:1,1
[*]N1:N:N:C2:N:C:C([*]):N:C:2:1,2
[*][C@H](C)N1:N:N:C2:N:C:C([*]):N:C:2:1,1
[*]OCC(CC)CC,1
[*]C(=O)[C@@H]1C[C@H]2C[C@@H]([*])CC[C@H]2CN1,1
[*]C(=O)[C@@H]1C[C@H]2C[C@@H](O[*])CC[C@H]2CN1,1
[*]OC1:C:C:C:C(Cl):C:1[*],1
[*]C1:C:C:C:C(Cl):C:1[*],2
[*]N[C@@H]1C(=O)N(CCO)C2:N:C:C:C:C:2C2:C:C:C:C:C:21,1
[*]C(=O)CCC(F)(F)F,1
[*]NC1:C:C:C2:C(:C:1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N([*])C1=O)N2,1
[*]NC1:C:C:C2:C(:C:1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(C[*])C1=O)N2,1
[*]N1C(=O)C(C2=NS(=O)(=O)C3:C:C([*]):C:C:C:3N2)=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]21,1
[*]CN1C(=O)C(C2=NS(=O)(=O)C3:C:C([*]):C:C:C:3N2)=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]21,1
[*]OC1:C:C(O):C2:C(=O):C(O[*]):C([*]):O:C:2:C:1CC[*],1
[*]OC1:C([*]):O:C2:C(CC[*]):C([*]):C:C(O):C:2:C:1=O,1
[*]OC1:C:C(O):C2:C(=O):C([*]):C([*]):O:C:2:C:1CC[*],1
[*]CCC1:C([*]):C:C(O):C2:C(=O):C([*]):C([*]):O:C:1:2,1
[*][C@@H]1NC(=O)[C@@H]([*])NC(=O)[C@@H]2CCCN2C(=O)[C@@H]([*])NC(=O)[C@@H]([*])NC1=O,1
[*]C[C@H]1NC(=O)[C@H]([*])NC(=O)[C@@H]([*])NC(=O)[C@@H]2CCCN2C(=O)[C@@H]([*])NC1=O,1
[*]C1OC(=O)NC1=O,1
[*]C(=O)C1:C:C(C[*]):C:C:C:1OC,1
[*]CC1OC(=O)NC1=O,1
[*]C(=O)C1:C:C([*]):C:C:C:1OC,1
[*][C@@]1(C)CCCN2CCC3:C(:O:C4:C:C:C:C:C:3:4)[C@@H]21,1
[*]OC1:C:C(OC):C2:C(=O):C:C([*]):O:C:2:C:1,1
[*]C1:C:C(=O):C2:C(OC):C:C([*]):C:C:2:O:1,1
[*]N1:C:C:C([*]):C(Cl):C:1=O,1
[*]C(=O)CBr,1
[*]N1CC([N+](=O)[O-])([N+](=O)[O-])C1,1
[*]N1C2:N:C([*]):N:C:C:2N(C)C(=O)[C@H]1CC,1
[*]NC1:N:C:C2:C(:N:1)N([*])[C@H](CC)C(=O)N2C,1
[*]NC1:C:C:C(/C(O)=N/[C@H]2CC[C@H]([*])CC2):C:C:1OC,1
[*][C@H]1CC[C@H](/N=C(\O)C2:C:C:C([*]):C(OC):C:2)CC1,1
[*]OCC1:C:C:C(C):C:C:1,1
[*]C(=O)N1CC[C@H](C[*])[C@H](F)C1,1
[*]C[C@H]1CCN([*])C[C@H]1F,1
[*]OC1:C:C:[NH]:C(=N):C:1Cl,1
[*]C1:C:C:[NH]:C(=N):C:1Cl,1
[*]N1:C:C:C([*]):C(/C(O)=N/C2:C:C:C([*]):C(F):C:2):C:1=O,1
[*]OC1:C:C:C(/N=C(\O)C2:C([*]):C:C:N([*]):C:2=O):C:C:1F,1
[*]C(=O)[C@H]1CC=C(C)CC1,1
[*]C[C@]1(O)CC[C@@H](N([*])[*])CC1,1
[*]C[C@]1(O)CC[C@@H]([*])CC1,1
[*]OC[C@]1(O)CC[C@@H](N([*])[*])CC1,1
[*]OC[C@]1(O)CC[C@@H]([*])CC1,1
[*]C1:C:C:C2:C:C([C@@]3(O)CCN4:C:N:C:C:43):C:C:C:2:C:1,1
[*]C(=O)C1=C(C)NC2:C:C:N:N:2[C@@H]1C1:C:C:C(Cl):C(Cl):C:1,1
[*]NC1:C:C:C(OC):C(N[*]):C:1,1
[*]S(=O)(=O)C1:C(F):C(F):C(F):C(F):C:1F,1
[*]NC1:C:C([*]):C:C:C:1OC,2
[*]NS(=O)(=O)C1:C(F):C(F):C(F):C(F):C:1F,1
[*]C(=O)C[C@H](C([*])=O)C(C)(C)C,1
C1:C:C2:C3:C(:C:1)[C@H]1CCC[C@H]1CN3CCNC2,1
[*]C1C(O)=NC2:C:C:C:C:C:21,1
[*]N1:C:N:C2:C:C(Cl):C:C:C:2:C:1=O,1
[*][C@H]1C=C[C@@](C#C)(CO)O1,1
[*]C[C@](C)(O)/C(O)=N/C1:C:C:C(C#N):C([*]):C:1,1
[*]OC[C@](C)(O)/C(O)=N/C1:C:C:C(C#N):C([*]):C:1,1
[*]OC1:C:C(C):C(CC[*]):C:C:1C,1
[*]CCC1:C:C(C):C([*]):C:C:1C,1
[*]OC1:C:C(C):C([*]):C:C:1C,1
[*]C1:C:C(C):C([*]):C:C:1C,1
[*]S[C@H]1CCO[P@](=O)(N(CCCl)CCCl)N1,1
[*]C(=O)N1CCC(O[*])CC1,1
[*]C1:N:C:N:C([*]):C:1OC,1
[*]NC1:C:C:C(S(C)(=O)=O):N:C:1C,1
[*]NC1:N:C:N:C([*]):C:1OC,1
[*]C1:C:C:C(S(C)(=O)=O):N:C:1C,1
[*]OC1:N:C:N:C([*]):C:1OC,1
[*]OC1:N:C:N:C(N[*]):C:1OC,1
[*]C(=O)C1:C:S:C([*]):N:1,1
[*]O[C@H]1C[C@H]2[C@@H]3O[C@@H]3[C@@H](C1)[N+]2(C)CC,1
COC1:C:C(CO):C:C:C:1O,1
[*]C(=O)[C@@H]1CSSC[C@H](N[*])C(=O)N[C@@H]([*])C(=O)N[C@H]([*])C(=O)N[C@@H]([*])C(=O)N1,1
[*]C(=O)[C@@H]1CSSC[C@H](N[*])C(=O)N[C@@H]([*])C(=O)N[C@H](C[*])C(=O)N[C@@H]([*])C(=O)N1,1
[*]C(=O)[C@@H]1CSSC[C@H](N[*])C(=O)N[C@@H](C[*])C(=O)N[C@H]([*])C(=O)N[C@@H]([*])C(=O)N1,1
[*]C(=O)[C@@H]1CSSC[C@H](N[*])C(=O)N[C@@H](C[*])C(=O)N[C@H](C[*])C(=O)N[C@@H]([*])C(=O)N1,1
COC1:C:C2:C(:C:C:1OC)[C@@H]1CC3:C:C:C(OC):C(OC):C:3CN1CC2,1
[*]NC1:C:C(/C(C)=N/NC(=N)N):C:C(/C(C)=N/NC(=N)N):C:1,1
[*]C(=O)CCCCCCCCC([*])=O,2
[*]C(=O)C1:C:C:C2:N:C(C):[NH]:C:2:C:1,1
[*]N1CCC2(CC1)CC(=O)C1:C(:C:N:N:1[*])C2,1
[*][C@@H](CN)CC(=O)O,1
[*]C[C@H](CCCN)C(=O)O,1
[*]OCC([*])(F)F,1
[*]OCC1:C:C:C(C[*]):C:C:1,2
[*][C@H]1CCC(=O)NC1=O,1
[*]OC1:C:C:C:C2:C:1CN([*])C2=O,1
[*]N1CC2:C([*]):C:C:C:C:2C1=O,1
CCC[C@@H](C)C[C@H](N)CC(=O)O,1
[*][C@@H](N)[C@@H](C)C(N)=O,1
[*]C(C)(C)C(N)=O,1
[*]N1:N:C(C):N:C:1[*],1
[*]C1:C:N2:C(:N:1)C1:C:C:C([*]):C:C:1OCC2,1
[*]C(CCCCC(=O)O)CCS[*],1
[*]SCCC(CCCCC(=O)O)S[*],1
[*]CCC([*])CCCCC(=O)O,1
[*]CCC(CCCCC(=O)O)S[*],1
[*]NCC1(O)CCCCCC1,1
[*]C[C@@H](O)COC,1
[*]N1:N:C:C(=O):N([*]):C:1=O,1
[*]CCC1:C:C:C(F):C:C:1,2
[*]C(=O)[C@@]([*])([*])C,1
[*]O[C@@H]1CC2:C(O):C:C(O):C:C:2O[C@@H]1[*],1
[*]C([*])C(C)(Cl)Cl,1
[*]C(=O)C1:C:C:C([*]):C([*]):N:1,1
[*]C(=O)C1:C:C(C=C):C(OC):C:C:1[*],1
[*]C1:C:C:C2:C:[NH]:N:C:2:C:1,1
[*]C1:C:N2:C:C:N:C:2/C(=N\C2:C:C:C([*]):C:C:2):[NH]:1,1
C1:C:N:C2:C(:C:1)O[C@H]1CCN3CC[C@@]1(C2)C3,1
[*][C@@H]1NC[C@@H](C)OC2:C:C:C:C:C:2CCCNC(=O)[C@@H]([*])NC(=O)[C@@H](C)N(C)C1=O,1
[*]C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]([*])NC[C@@H](C)OC2:C:C:C:C:C:2CCCNC1=O,1
[*]N1:S:C(=O):N([*]):C:1=O,1
[*]CN1:C(=O):S:N([*]):C:1=O,1
[*]C(=O)C1=C[C@]2(CC)CCCN3CCC4:C(:N1:C1:C:C:C:C:C:4:1)[C@@H]32,1
[*]C[C@H](O)CCCCC,1
[*]C[C@@H](O)[C@@H](O)CCCC(=O)O,1
[*]CC1:C:C:C:C:C:1C[*],1
[*]C[C@@H]1CN2:C(=O):C:C:C3:N:C:C(=O):N1:C:3:2,1
[*]CC1:C:C2:C(:C:N:1)OCCC2,1
[*]NC1:C:C:C:C(F):C:1Cl,1
[*]C1:C:C:C:C(F):C:1Cl,1
[*]NC1:C:C:C(Cl):C(S([*])(=O)=O):C:1O,1
[*]S(=O)(=O)C1:C(Cl):C:C:C([*]):C:1O,1
[*]C(=O)C1:C:C:C:C(S(=O)(=O)C2:C:C(C):C3:[NH]:C:C(C(=N)O)/C(=N/C4:C:C:C:C(OC):C:4):C:3:C:2):C:1,1
[*]N/C(O)=N/C[*],1
[*]SC1:C:C:C2:N:N:C([*]):N:2:C:1,1
[*]C1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N1C,1
[*]NC1:N:C([*]):C2:C:C:C(=O):N([*]):C:2:N:1,1
[*]C1:C:[NH]:C(=S):[NH]:1,1
[*][C@H](C)C1:C:[NH]:C(=S):[NH]:1,1
[*]C(=O)[C@H](O)[C@@H](N[*])C(C)(C)C,1
[*]C(=O)[C@H](O)[C@@H]([*])C(C)(C)C,1
C1:C:N:C2:C(:C:1)C[C@@]1(CN3CCC1CC3)O2,1
[*]NS(=O)(=O)C1:C:C:C(C#CC2:C:C:C(C):C:C:2):S:1,1
[*]C1CCCCC1=O,1
[*]OCP(=O)(O)O[*],2
[*]C(=O)C1:C:C:N:C([*]):C:1F,1
[*]C1:C:C2:C(:O:1)C(=O)C1:C:C:C:C:C:1C2=O,1
[*]OC1:C:C:C(F):C:N:1,1
[*]C[C@@H]1CC[C@@H](C)N([*])C1,1
[*]C1:C:C:C(F):C:N:1,1
[*]OC[C@@H]1CC[C@@H](C)N([*])C1,1
CC(C)(S)/C(O)=N/[C@@H](CS)C(=O)O,1
[*]OC1:C:C(C):C(O):C(C):C:1C,1
[*]C1:C:C(C):C(O):C(C):C:1C,1
[*]CCC1:C:C:C:C(OC):C:1,1
[*]OC1:C:C:C:C:C:1CC[*],1
[*]CCC1:C:C:C:C:C:1[*],1
[*]C(=O)C1:C:C(Cl):C:C:C:1N[*],2
[*]C(=O)C1:C:C(Cl):C:C:C:1[*],2
[*]N1CC[C@H](N)C1,1
[*]C1:C:C2:N:C([*]):C(C):C:N:2:N:1,1
[*]C[C@H](C)OC,1
[*]C(=O)[C@H]1CC[C@@]2(CC1)OC(=O)C1:C:C:N:C:C:12,1
[*]NC1:C:C:N([*]):N:1,2
[*]C1:C:C:C:C(OC):C:1CC,1
[*]C(=O)NN(C([*])=O)[C@H](CCC)C(C)(C)C,1
[*]CCN1:C:N:C:C:1[N+](=O)[O-],1
[*]C1:C([*]):C:1=O,1
[*]CCCCCCC(=O)NO,1
[*]OCCCCCCC(=O)NO,1
[*]O/N=C(/C[*])C1:C:C:C:C:C:1F,1
[*]N([*])CC(C)C,1
[*]N[C@@H](C[*])[C@H](O)CN([*])[*],1
[*]C[C@@H](CO)[C@@H](C[*])CO,1
[*]C(=O)[C@H](C)O,1
[*]C1:C:N:C(=N):[NH]:C:1,2
[*]CC1:S:C2:C([*]):N:C([*]):N:C:2:C:1C,1
[*]CC(CC)CC,1
[*]C(=O)C1([*])CCCCC1,1
[*]SC(=O)C(C)C,1
[*]NC1:C:C:C:C(Cl):C:1F,2
[*]N1C(=O)CC(C)(C)CC1=O,1
CC[C@@]1(O)C(=O)OCC2:C1:C:C1:N(:C:2=O)CC2:C1:N:C1:C:C(F):C(C):C3:C:1:C:2[C@@H](N)CC3,1
[*]CC1:C:S:C2:N:C([*]):C:N:1:2,1
[*]OC[C@@H]1C=C[C@H]([*])C1,1
CN1CCN([C@@H]2C[C@@H](C3:C:C:C:C:C:3)C3:C:C:C(Cl):C:C:32)CC1(C)C,1
[*][C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,1
[*]C1N=C(C2:C:C3:C:C:C:C:C:3:[NH]:2)C=C1OC,1
[*]C(=O)C1:C:C:C:C(C([*])=O):C:1,1
[*]C1:C:C(O):C2:C(:C:1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,1
CC1=CC(=O)C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]12C,1
[*]C1:C:C(/C=N/N2:N:N:N:C:2C):C:C:C:1O,1
[*]C([*])C1:C:C(/C=N/N2:N:N:N:C:2C):C:C:C:1O,1
[*]CC1(O)CC2:C:C:C:C:C:2C1,1
[*]N1C[C@H]2[C@@H](C1)[C@@]2([*])CC,1
CC(C)(CS(=O)(=O)O)N(Cl)Cl,1
[*]C(=O)C1:C:C:C2:C(:C:1)CC[C@@H]1C[C@@]([*])([*])CC[C@@]21[*],1
[*]C(=O)C1:C:C:C2:C(:C:1)CC[C@@H]1C[C@@]([*])([*])CC[C@@]21C[*],1
[*]C(=O)C1:C:C:C2:C(:C:1)CC[C@@H]1CC([*])([*])CC[C@@]21[*],1
[*]C(=O)C1:C:C:C2:C(:C:1)CC[C@@H]1CC([*])([*])CC[C@@]21C[*],1
[*]C1:C:N2:C3:C(:C:C:C:C:1:3)CCC2,1
[*][C@@H]1C(=O)NC(=O)[C@H]1[*],1
[*]C(=O)[C@H]1C[C@]([*])(F)C1,2
[*]N1CCC(C)(O)CC1,1
[*]C(=O)N1CCC(C)(O)CC1,1
[*]NC1:N:C2:C(OC):C:C:C([*]):C:2:S:1,1
[*]C1:N:C2:C(OC):C:C:C([*]):C:2:S:1,1
[*]C([*])C1:C:C:C:N:C:1,1
[*]N/C(=N/C1:C:C:C:C([*]):C:1)NC#N,1
[*]N/C(=N/C1:C:C:C:C(C([*])[*]):C:1)NC#N,1
[*]C1:N:C:N(/C=C\C(=O)NNC2:C:C:C:C:N:2):N:1,1
[*]N1:C(=O):[NH]:C2:N:C:C(C#C):N:C:2:1,1
[*]C(=O)C1:N:N:C2:C([*]):C:C:C:C:2:C:1N,2
[*]C1:N:C2:C3:C(:C:C:C:2:C([*]):C:1O)CCCC3,1
[*]CC1:N:C2:C3:C(:C:C:C:2:C([*]):C:1O)CCCC3,1
[*]OC[C@@H]1COC(C)(C)O1,1
[*][C@@H]1S[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
[*]CC1:C:C([*]):C(OC):C:C:1C,1
[*]C1:C:C([*]):C(OC):C:C:1C,1
COC1:C2:C:C:O:C:2:C:C2:O:C(=O):C:C:C:1:2,1
[*]N1CCC(N)(/C(O)=N/[C@H]([*])CCO)CC1,1
[*]N(C)[C@H]([*])C,1
[*]C1:C:C(Cl):C:C2:C:C:C:C:C:1:2,1
[*]N(C)CC(=O)O,1
[*]C[C@H]1CCC2:C:C(OC):C:C:C:2[C@H]1C1:C:C:C:C:C:1,1
[*][C@H]1CCC2:C:C(OC):C:C:C:2[C@H]1C1:C:C:C:C:C:1,1
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,1
[*]CC1:C2:C(:N:C3:C:C4:C(:C:C:1:3)OCCO4)C1:C:C3:C(:C(=O):N:1C2)COC(=O)[C@]3(O)CC,1
[*]OC1:C(O[*]):C(=O):C:1=O,1
[*]OC1:C([*]):C(=O):C:1=O,1
[*]C1:C([*]):C(=O):C:1=O,1
[*][C@@H]1CSC(=O)N1,1
[*]N1[C@H]2CC[C@@H]1CN(C)C2,1
[*]C(=O)[C@]12C[C@H]1C1:C:C(OC):C:C:C:1C1:C([*]):C3:C:C:C(/C(O)=N/S(=O)(=O)N(C)C):C:C:3:N:1C2,1
[*]N1CCN([*])CCN([*])C([*])CN([*])CC1,1
[*]N1CCN([*])CCN([*])C(C[*])CN([*])CC1,1
[*]N1:C(O):N:C2:N:C:C:C:C:2:1,1
[*]C1:C:C:C:C(F):C:1F,2
[*]N1C[C@H]([*])CC[C@@H](/N=C(\O)N2CCC([*])CC2)C1=O,1
[*]OC1:C:C:C2:[NH]:N:C(S(=O)(=O)C3:C:C:C:C4:C:C:C:C:C:3:4):C:2:C:1,1
[*]C1:C:C:C2:[NH]:N:C(S(=O)(=O)C3:C:C:C:C4:C:C:C:C:C:3:4):C:2:C:1,1
[*]C1:N:C2:C:C(OC):C(OC):C:C:2:C(=N):[NH]:1,1
[*]C[C@H](/N=C(\O)CCCCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,1
[*]OC[C@H](/N=C(\O)CCCCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,1
[*]OC1:C:C2:C(=O):C(/N=C/O):C:O:C:2:C:C:1N[*],1
[*]OC1:C:C2:C(=O):C(/N=C/O):C:O:C:2:C:C:1[*],1
[*]NC1:C:C2:O:C:C(/N=C/O):C(=O):C:2:C:C:1[*],1
[*]C1:C:C2:O:C:C(/N=C/O):C(=O):C:2:C:C:1[*],1
[*]CC1:C:N:C:[NH]:1,1
[*]S(=O)(=O)C1:C:C:C:S:1,1
[*]N1C[C@@H]([*])N([*])CC2:C:C(C#N):C:C:C:21,1
[*]N1C[C@@H](C[*])N([*])CC2:C:C(C#N):C:C:C:21,1
C[C@]12CC[C@@H]3C4:C:C:C(O):C:C:4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,1
[*]OC1CC1,1
[*]CCNC(C)=N,1
[*]CC1:N:C:N:N:1CC,1
[*]OCC1:N:C:N:N:1CC,1
[*]C(=O)C1(N[*])CCCCC1,1
[*]NC1:C(F):C(=O):N(C):C2:N:C:N([*]):C(=O):C:1:2,1
[*]N1:C:N:C2:C(:C([*]):C(F):C(=O):N:2C):C:1=O,1
[*]C(=O)C1:S:C([*]):C:C:1[*],1
[*]C1:C:C:C2:C(:C:1)[C@H]1CNC[C@@H]2C1,1
[*]CCC1:C:C(OC):C:C(OC):C:1,1
[*]NC1:C:C(CC[*]):[NH]:N:1,1
[*]C1:N:C(CC):C:C2:C:C(OC):C(OC):C:C:1:2,1
[*]CC1:N:C(CC):C:C2:C:C(OC):C(OC):C:C:1:2,1
[*][C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@@]1(O)C4=C(CC[C@]31C)C(=O)OC4)[C@@H]2O,1
[*][C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@@]1(O)C4=C(CC[C@]31C)C(=O)OC4)[C@@H]2O,1
[*]C([*])C1:C:C:C2:[NH]:N:C:C:2:C:1,1
[*]CC1:C:C:C(C([*])[*]):C:C:1,1
[*]NC1:C:C:C:N:C:1N[*],1
[*]C(=O)C1:N:C:C([*]):C:C:1O,1
[Pt],1
[*]C(=O)C([*])C[*],1
[*]CCCCCC(=O)NO,1
[*]C(=O)C([*])CO[*],1
[*]NC1:C:C:C2:[NH]:C(=O):O:C:2:C:1,1
[*]NC1:C:C(=O):C2:S:C:C:C:2:[NH]:1,1
[*]N[C@@H]1CCOC2:C(Br):C:C(Br):C:C:21,1
[*][C@H](CO)C(C(F)(F)F)C(F)(F)F,1
[*]C(=O)C1:C:C2:C:C(OC):C:C:C:2:[NH]:1,1
[*]CC1:N:C:C([N+](=O)[O-]):N:1C,1
[*]OCC1:N:C:C([N+](=O)[O-]):N:1C,1
[*]N1C[C@@H](CF)CC1=O,1
[*][C@H]1CN2CCC3:C:C(OC):C(OC):C:C:3[C@@H]2C[C@@H]1N,1
[*]NC1:C:N:C:C(C([*])=O):C:1,1
[*]C(=O)C1:C:N([*]):C2:N:C(N):N:C:C:1:2,1
[*]N1:C:C([*]):C2:C:N:C(N):N:C:2:1,1
[*]C(=O)C1:C:C([*]):C(C):C(F):C:1,1
[*]CC1:C:C(Cl):C:C(Cl):C:1,1
[*]CN1:C:N:C:C:1[*],1
[*]C(=O)C1:C:C:C([*]):C(N[*]):C:1,1
[*]C(=O)C1:C:C:C(O[*]):C(N[*]):C:1,1
[*]C(=O)C1:C:C:C(O[*]):C([*]):C:1,1
[*]OC1:C:C(F):C([*]):C:C:1Cl,1
[*]C1:C:C(Cl):C([*]):C:C:1F,1
[*]S(=O)(=O)C1:C:C:C([*]):C:C:1Cl,1
[*]NS(=O)(=O)C1:C:C:C([*]):C:C:1Cl,1
CN1CCC2:C:C(Cl):C(O):C:C:2[C@H]2C3:C:C:C:C:C:3CC[C@@H]21,1
[*]C1:C:N:N:[NH]:1,1
[*]C1:C:C:C2:C:C([*]):C([*]):C:C:2:C:1,1
[*]C([*])(O)C(C)C,1
[*]OP(=O)(O[*])C(C[*])P(=O)(O[*])O[*],1
[*][C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,1
[*][C@H]([*])[C@H](C)N[*],1
[*]O[C@H]([*])[C@H](C)N[*],1
[*]OC1:C:C:C2:C(:C:N:N:2[*]):C:1,1
[*]N1:N:C:C2:C:C([*]):C:C:C:2:1,2
[*]CC1:N:C:C:N:C:1N([*])C,1
[*]CC1:N:C:C:N:C:1[*],1
[*]OC[C@@]1(N=[N+]=[N-])O[C@@H]([*])[C@H](O[*])[C@@H]1O[*],1
[*]C(=O)[C@]1([*])C[C@H]1C1CCCCC1,1
[*]C1:C:C:C(S(=O)(=O)C2CC2):C:C:1,1
[*]C(=O)C1:C:C:C(F):C:N:1,2
[*]NC1:C:C:C(F):C([*]):C:1,4
[*][C@]1(C)CS(=O)(=O)N(C)C(N)=N1,1
CC1CC(O)=NN=C1C1:C:C:C(NN=C(C#N)C#N):C:C:1,1
[*]C(=O)C1:C:C(=O):C:C:O:1,1
[*]NC1:C:C:C:C(O):C:1N[*],1
[*]C1:C:O:C2:C([*]):C(O):C:C:C:2:C:1=O,1
[*]N(C)[C@H](CO)CCCN,1
[*]C(=O)[C@@H]1CCSCCC(=O)N[C@H]([*])C(=O)N[C@@H]([*])C(=O)NC([*])C(=O)N[C@@H]([*])C(=O)N1,1
[*]C(=O)[C@@H]1CCSCCC(=O)N[C@H](C[*])C(=O)N[C@@H]([*])C(=O)NC([*])C(=O)N[C@@H]([*])C(=O)N1,1
[*]NC1:N:C(C):N:C([*]):C:1C,1
[*]C1:C:C:C2:C(:N:1)NCCC2,1
O=CC1:C:C:C(CO):O:1,1
[*]OC1:C:C:C(C):N:C:1,1
[*]CC1:C:C:C2:N:C:N:C([*]):C:2:C:1,1
[*]NC1:N:C:N:C2:C:C:C(C[*]):C:C:1:2,1
[*]C(=O)C1=CC2:C:C:C([*]):C:C:2N=C(N)C1,1
N[C@@H]1CC[C@@H](C2:C:C:C(Cl):C(Cl):C:2)C2:C:C:C:C:C:21,1
C[C@H]1CC2:C(:[NH]:C3:C:C(Cl):C(F):C:C:2:3)[C@@]2(N1)C(=O)NC1:C:C:C(Cl):C:C:12,1
[*]C(=O)C1(/C(O)=N/C2:C:C:C([*]):C(F):C:2)CC1,1
[*]C(=O)C1(/C(O)=N/C2:C:C:C(O[*]):C(F):C:2)CC1,1
[*][C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1
[*]C(=O)CN1C(=O)[C@H](N[*])C(=O)N(C2:C:C:C:C:C:2)C2:C:C:C:C:C:21,1
[*]C(=O)CN1C(=O)[C@H]([*])C(=O)N(C2:C:C:C:C:C:2)C2:C:C:C:C:C:21,1
[*]OC1:C(OC):C:C(C):C:C:1OC,1
[*]C(=O)[C@H]([*])CC,1
[*]N([*])CCOC,1
[*]C(=O)[C@@H](CC)N([*])[*],1
[*]C1CCCC2:C:C:C:C:C:21,1
[*]OC[C@@H]1COCCN1,1
[*]C[C@@H]1COCCN1,1
[*]NC1:C:N2:N:C:N:C([*]):C:2:C:1C,1
[*]NC1:C:N2:N:C:N:C(N[*]):C:2:C:1C,1
[*]NC1:N:C:N:N2:C:C([*]):C(C):C:1:2,1
[*]CC1:C:C:C:C(F):C:1,1
[*]NC1:C:C:C2:C(:C:N:N:2[*]):C:1,1
[*]NC1:C:C:C2:C(:C:N:N:2C[*]):C:1,1
[*]CN1:N:C:C2:C:C([*]):C:C:C:2:1,1
[*]N1:C:C:C:N:1,4
[*]CC1:C:C2:C(:C:C:1C[*])C(C)(C)CCC2(C)C,1
[*]CN1:C:C:C:N:1,1
[*]CC1:C:C2:C(:C:C:1[*])C(C)(C)CCC2(C)C,1
[*]C(=O)C1:C:O:C([*]):N:1,1
[*][C@@H]1[C@H]2CC[C@H](O2)[C@@H]1[*],1
[*]C[C@H]1[C@@H]2CC[C@@H](O2)[C@H]1[*],1
[*]OCC#N,1
[*]C(=O)C1C(C)(C)C1(C)C,1
[*]C(=O)[C@@]1(O[*])[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
[*]C1:C:C:C(Cl):C:C:1F,3
[*]C(=O)[C@@H]1N[C@@H]([*])[C@@]([*])(C#N)[C@H]1[*],1
[*]CC[C@@H]1[C@@H](C)C(=O)C(OC)=C(OC)[C@@H]1O,1
[*]C1:C:C:O:C:1,2
[*]O[C@H]1C[C@@H]([*])[C@]2(C)CC[C@H]3C(=O)O[C@H]([*])C[C@]3(C)[C@H]2C1=O,1
[*]O[C@H]1C[C@@]2(O)[C@@H](O[*])[C@H]3[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](O[*])C[C@H]1OC[C@]13O[*],1
[*]C1:N:C:C:O:1,2
[*]NC1:S:C([*]):N:C:1[*],1
C/C(O)=N/C1:C:C:C(S(=O)(=O)Cl):C:C:1,1
[*]OC[C@H]([*])O,1
[*]NCC1:C:N:N:[NH]:1,1
[*]CC1:C:N:N:[NH]:1,1
[*]CC1=C(C2:C:C:C(Cl):C:C:2)CCC(C)(C)C1,1
[*]NC1:C:C:C(S(=O)(=O)N[*]):C:C:1S(=O)(=O)C(F)(F)F,1
[*]CC[C@@H]([*])C[*],1
[*]C1:N:C:C(CC):C:N:1,1
[*]OCC1:C:S:C([*]):N:1,2
[*]CC1:C:C:C:C(N):C:1C,1
